signal,n_days,mean_ic,ic_std,icir,ar1_coeff,hac_t_stat,hac_p_value,gate_cond_a,perm_p_value,gate_cond_b,gate_open
Momentum_252d_trailing,1532,0.01043706691154106,0.329815185562841,0.031645198184946655,-0.009521663797468835,1.348255422072321,0.08878812225802918,False,0.701,False,False
